customer_id,churn_probability,churn_prediction
0301-FIDRB,0.413118901965511,0
0301-KOBTQ,0.01605187000246658,0
0302-JOIVN,0.5775676843177601,1
0303-UNCIP,0.21553299208451676,0
0303-WMMRN,0.11860651072715894,0
0305-SQECB,0.07810342441061903,0
0306-JAELE,0.6208859937467287,1
0307-BCOPK,0.005616202056722269,0
0308-GIQJT,0.2850193432395701,0
0308-IVGOK,0.006441894445862651,0
0310-MVLET,0.5852608936432627,1
0310-SUCIN,0.23720755255125578,0
0310-VQXAM,0.714288533356028,1
0311-QYWSS,0.2867011233283932,0
0311-UNPFF,0.40149747698089605,0
0314-TKOSI,0.011888019722406837,0
0315-LVCRK,0.660850423830951,1
0318-QUUOB,0.27997163792556046,0
0318-ZOPWS,0.5702897320144378,1
0319-QZTCO,0.40424059080006586,0
0320-DWVTU,0.6669888853694126,1
0320-JDNQG,0.10039542762776656,0
0322-CHQRU,0.0963785757074084,0
0322-YINQP,0.07806743084672832,0
0323-XWWTN,0.5660833456895172,1
0324-BRPCJ,0.011866055361253814,0
0325-XBFAC,0.5702897320144378,1
0326-VDYXE,0.2622426756539862,0
0327-WFZSY,0.022297062952593098,0
0328-GRPMV,0.2904582355982225,0
0329-GTIAJ,0.44276125709420233,0
0330-BGYZE,0.16082954883348108,0
0330-IVZHA,0.00827625443832921,0
0334-GDDSO,0.003885713492364398,0
0334-ZFJSR,0.47443865880982566,0
0336-KXKFK,0.017329215200835135,0
0336-PIKEI,0.5530023469496199,1
0337-CNPZE,0.23112747523425548,0
0343-QLUZP,0.3552181573630058,0
0345-HKJVM,0.07933457477150611,0
0345-XMMUG,0.4047169771776307,0
0347-UBKUZ,0.6280607874270497,1
0348-SDKOL,0.5738042213675919,1
0354-VXMJC,0.007026458466978681,0
0354-WYROK,0.45018282726893505,0
0356-ERHVT,0.0036083650661266585,0
0356-OBMAC,0.008320496101060051,0
0357-NVCRI,0.503647335398937,1
0361-HJRDX,0.20845312757067214,0
0362-RAOQO,0.6301283997917587,1
0362-ZBZWJ,0.4446209576724263,0
0363-QJVFX,0.5700383677090552,1
0363-SVHYR,0.4307202069951803,0
0365-BZUWY,0.04412419497165093,0
0365-GXEZS,0.5601128378201029,1
0365-TRTPY,0.38770164586446465,0
0366-NQSHS,0.46416775932678683,0
0369-ZGOVK,0.278242953424169,0
0373-AIVNJ,0.030957367427299404,0
0374-AACSZ,0.2557373901120703,0
0374-FIUCA,0.08096795513930292,0
0374-IOEGQ,0.011888019722406837,0
0375-HVGXO,0.5833176503187691,1
0376-OIWME,0.46416775932678683,0
0376-YMCJC,0.5981708952237439,1
0377-JBKKT,0.10374363447583665,0
0378-CJKPV,0.136360052346381,0
0378-NHQXU,0.28557761927192826,0
0378-TOVMS,0.016024466011742507,0
0378-XSZPU,0.6322211023601911,1
0379-DJQHR,0.2846776357391164,0
0380-NEAVX,0.269594473206231,0
0380-ZCSBI,0.23922272836337363,0
0383-CLDDA,0.005688229811376994,0
0384-LPITE,0.43315775828819936,0
0384-RVBPI,0.2183855816873069,0
0386-CWRGM,0.08455610008743264,0
0388-EOPEX,0.054338554750350605,0
0390-DCFDQ,0.6647681911759065,1
0392-BZIUW,0.03209832003079843,0
0394-YONDK,0.46629638273914187,0
0396-HUJBP,0.43783126800646033,0
0396-UKGAI,0.5644062165516304,1
0396-YCHWO,0.12505469007945147,0
0397-GZBBC,0.0468929316870347,0
0397-ZXWQF,0.6611266993602691,1
0401-WDBXM,0.5909927550068628,1
0402-CQAJN,0.025613373611744695,0
0402-OAMEN,0.060312305280991275,0
0404-AHASP,0.009714895954158276,0
0404-SWRVG,0.714288533356028,1
0406-BPDVR,0.13016687052819914,0
0407-BDJKB,0.058699544843472645,0
0409-WTMPL,0.04095984781143746,0
0410-IPFTY,0.04715989655178656,0
0411-EZJZE,0.3360202256753655,0
0412-UCCNP,0.12588838722620277,0
0415-MOSGF,0.20799858211612665,0
0419-YAAPX,0.549542077358939,1
0420-BWTPW,0.046332475773217786,0
0420-HLGXF,0.5702897320144378,1
0420-TXVSG,0.14431346565102368,0
0422-OHQHQ,0.075806504734387,0
0422-UXFAP,0.10531335674351083,0
0423-UDIJQ,0.03209832003079843,0
0426-TIRNE,0.6785059914060503,1
0428-AXXLJ,0.19845834716205235,0
0428-IKYCP,0.14862365118053725,0
0430-IHCDJ,0.08777030920621229,0
0431-APWVY,0.04412419497165093,0
0432-CAJZV,0.08205426713134954,0
0434-CSFON,0.5701076707696302,1
0436-TWFFZ,0.00827625443832921,0
0439-IFYUN,0.6154200567406952,1
0440-EKDCF,0.34018689234203214,0
0440-MOGPM,0.23937748220247168,0
0440-QEXBZ,0.034563258186946576,0
0440-UEDAI,0.413118901965511,0
0442-TDYUO,0.07658124092934923,0
0442-ZXKVS,0.02083810186289189,0
0447-BEMNG,0.0326892514501207,0
0447-RXSGD,0.1351809550206701,0
0454-OKRCT,0.04058320636555697,0
0455-ENTCR,0.3306802567933559,0
0455-XFASS,0.1686884361710095,0
0458-HEUZG,0.14439737545947662,0
0459-SPZHJ,0.1525762416699682,0
0461-CVKMU,0.003885713492364398,0
0463-TXOAK,0.5498104342319059,1
0463-WZZKO,0.20449772096668314,0
0463-ZSDNT,0.32952635578339395,0
0464-WJTKO,0.00730064468223165,0
0468-YRPXN,0.11667402374822311,0
0471-ARVMX,0.3360202256753655,0
0471-LVHGK,0.00730064468223165,0
0475-RIJEP,0.11860651072715894,0
0479-HMSWA,0.26878880898535795,0
0480-BIXDE,0.1689746589398179,0
0480-KYJVA,0.008320496101060051,0
0481-SUMCB,0.4194350606818496,0
0484-FFVBJ,0.5770392947012541,1
0484-JPBRU,0.09132785942611113,0
0485-ZBSLN,0.28621268922051507,0
0486-HECZI,0.5594230738576335,1
0486-LGCCH,0.4295959419513427,0
0487-CRLZF,0.07093150056861845,0
0487-RPVUM,0.39206744080012257,0
0487-VVUVK,0.12012483840250812,0
0488-GSLFR,0.5589975776346295,1
0489-WMEMG,0.7302524944952852,1
0491-KAPQG,0.19845834716205235,0
0495-RVCBF,0.07518774937468073,0
0495-ZBNGW,0.33697972819781596,0
0496-AHOOK,0.42588737885976635,0
0504-HHAPI,0.00602645846697868,0
0505-SPOOW,0.5652284012906947,1
0506-LVNGN,0.7173996444671392,1
0506-YLVKJ,0.00402398129577549,0
0508-OOLTO,0.22912747523425547,0
0508-SQWPL,0.5306714514367823,1
0511-JTEOY,0.08426283975375888,0
0512-FLFDW,0.07548308896992915,0
0513-RBGPE,0.41291529308936126,0
0515-YPMCW,0.055336650650055184,0
0516-OOHAR,0.40424059080006586,0
0516-QREYC,0.5852608936432627,1
0516-UXRMT,0.09751420123860541,0
0516-VRYBW,0.556973700089043,1
0516-WJVXC,0.174514135262231,0
0519-DRGTI,0.01605187000246658,0
0519-XUZJU,0.5564124712516508,1
0520-FDVVT,0.25866262704747145,0
0523-VNGTF,0.014688892022800151,0
0524-IAVZO,0.4314499238807379,0
0526-SXDJP,0.005616202056722269,0
0529-ONKER,0.19845834716205235,0
0530-IJVDB,0.0468929316870347,0
0531-XBKMM,0.3912380574339156,0
0531-ZZJWQ,0.549542077358939,1
0533-BNWKF,0.4438706020536496,0
0533-UCAAU,0.6517779033163729,1
0536-ACXIP,0.19229085934981657,0
0536-BGFMZ,0.32216721475069116,0
0536-ESJEP,0.10293535144524442,0
0537-QYZZN,0.5518133067787167,1
0541-FITGH,0.10420288122222761,0
0547-HURJB,0.08586196159946756,0
0549-CYCQN,0.42588737885976635,0
0550-DCXLH,0.005688229811376994,0
0556-FJEGU,0.19845834716205235,0
0557-ASKVU,0.04665726209800412,0
0559-CKHUS,0.5499588491917724,1
0562-FGDCR,0.5644062165516304,1
0562-HKHML,0.5465963866526087,1
0562-KBDVM,0.3188338814173578,0
0564-JJHGS,0.007885713492364398,0
0564-MUUQK,0.25357627039590985,0
0565-IYCGT,0.003885713492364398,0
0565-JUPYD,0.5509168264071693,1
0567-GGCAC,0.405642105951581,0
0567-XRHCU,0.22684889493586924,0
0568-ONFPC,0.5564124712516508,1
0570-BFQHT,0.2519576812010445,0
0572-ZJKLT,0.4441386881688802,0
0575-CUQOV,0.16988067427149314,0
0576-WNXXC,0.31724754795999494,0
0577-WHMEV,0.025826196870099728,0
0578-SKVMF,0.1392761720929209,0
0580-PIQHM,0.09862531234971651,0
0581-BXBUB,0.10558225679956491,0
0581-MDMPW,0.16985229859932674,0
0582-AVCLN,0.5644062165516304,1
0584-BJQGZ,0.10076402509614849,0
0585-EGDDA,0.02687999962493822,0
0587-DMGBH,0.5564124712516508,1
0594-UFTUL,0.6010539129734548,1
0595-ITUDF,0.33551078416631525,0
0596-BQCEQ,0.3477901703304002,0
0599-XNYDO,0.40251767900109814,0
0601-WZHJF,0.23599868757936218,0
0602-DDUML,0.07500869446194494,0
0603-OLQDC,0.305172852562441,0
0603-TPMIB,0.2009402955187009,0
0604-THJFP,0.6190854227766851,1
0607-DAAHE,0.3263580273180506,0
0607-MVMGC,0.43576604254515644,0
0608-JDVEC,0.4653415400586681,0
0611-DFXKO,0.003885713492364398,0
0612-RTZZA,0.00402398129577549,0
0613-WUXUM,0.21353839453277587,0
0616-ATFGB,0.12221320080705611,0
0617-AQNWT,0.2729296858700788,0
0617-FHSGK,0.014688892022800151,0
0618-XWMSS,0.5241042962586469,1
0619-OLYUR,0.00402398129577549,0
0620-DLSLK,0.10639614351176511,0
0620-XEFWH,0.007438912485642743,0
0621-CXBKL,0.6577271933814857,1
0621-HJWXJ,0.07556743084672835,0
0621-JFHOL,0.019429331347967062,0
0621-TSSMU,0.4205452071425947,0
0621-TWIEM,0.0412558913428934,0
0623-EJQEG,0.3425321205175757,0
0623-GDISB,0.011888019722406837,0
0623-IIHUG,0.14654023260233376,0
0625-AFOHS,0.2028121019296465,0
0626-QXNGV,0.22684889493586924,0
0628-CNQRM,0.19381469491878467,0
0634-SZPQA,0.5729104216211329,1
0635-WKOLD,0.33077888313026094,0
0637-KVDLV,0.22017611148331118,0
0637-UBJRP,0.00730064468223165,0
0637-YLETY,0.14069291862632508,0
0639-TSIQW,0.0036083650661266585,0
0640-YJTPY,0.02520692270186129,0
0641-EVBOJ,0.17499521085284026,0
0643-OKLRP,0.4403295917888856,0
0644-OQMDK,0.43299647732776514,0
0650-BWOZN,0.03209832003079843,0
0654-HMSHN,0.26420103965840275,0
0654-PQKDW,0.16082954883348108,0
0655-RBDUG,0.20824089822761827,0
0655-YDGFJ,0.5790352383686064,1
0657-DOGUM,0.028910881335944792,0
0661-KBKPA,0.4307202069951803,0
0661-KQHNK,0.4019230364797524,0
0661-WCQNQ,0.2729296858700788,0
0661-XEYAN,0.07103775504006996,0
0665-XHDJU,0.5660250421045867,1
0666-UXTJO,0.07024852070060025,0
0667-NSRGI,0.02968368782197658,0
0668-OGMHD,0.32800727434909965,0
0670-ANMUU,0.5601128378201029,1
0670-KDOMA,0.3357597063810062,0
0673-IGUQO,0.18243946820720155,0
0674-DGMAQ,0.4279200194186012,0
0674-EYYZV,0.3165204661548624,0
0674-GCDXG,0.5738042213675919,1
0675-NCDYU,0.45471521481958793,0
0678-RLHVP,0.034250758186946575,0
0679-IDSTG,0.4616609440854987,0
0679-TDGAK,0.3333580273180506,0
0680-DFNNY,0.10985452345023257,0
0682-USIXD,0.6517779033163729,1
0684-AOSIH,0.26664919397738757,0
0685-MLYYM,0.24375577499352694,0
0687-ZVTHB,0.5511601493316209,1
0689-DSXGL,0.0468929316870347,0
0689-NKYLF,0.5701076707696302,1
0690-SRQID,0.03688082541317601,0
0691-IFBQW,0.055336650650055184,0
0691-JVSYA,0.23343332691282767,0
0691-NIKRI,0.6633213492256416,1
0696-UKTOX,0.6010539129734548,1
0697-ZMSWS,0.003577551279675103,0
0699-NDKJM,0.24368340450077086,0
0701-RFGFI,0.4134416339561378,0
0701-TJSEF,0.5773320031201018,1
0702-PGIBZ,0.008414522241740304,0
0704-VCUMB,0.2729296858700788,0
0707-HOVVN,0.28770175551693994,0
0708-LGSMF,0.014084194062179953,0
0708-SJDIS,0.037210315831268076,0
0709-TVGUR,0.46059583758511835,0
0716-BQNDX,0.18409599661592208,0
0719-SYFRB,0.5738042213675919,1
0722-SVSFK,0.5370675214004299,1
0722-TROQR,0.2308421952270533,0
0723-DRCLG,0.1030917701111165,0
0723-FDLAY,0.12184236882696287,0
0723-VSOBE,0.4309129397024672,0
0725-CXOTM,0.007438912485642743,0
0727-BMPLR,0.05186846296819649,0
0727-BNRLG,0.5662508574861878,1
0727-IWKVK,0.4420666668235908,0
0730-BGQGF,0.02588765341042503,0
0730-KOAVE,0.5049703105868795,1
0731-EBJQB,0.19845834716205235,0
0732-OCQOC,0.07595531119215139,0
0733-VUNUW,0.5409413637569339,1
0734-OXWBT,0.0468929316870347,0
0739-UUAJR,0.27420744437906636,0
0742-LAFQK,0.33304453509892634,0
0742-MOABM,0.7302524944952852,1
0742-NXBGR,0.0888366616159591,0
0743-HNPFG,0.5444119749852626,1
0743-HRVFF,0.07010963181171136,0
0744-BIKKF,0.5564124712516508,1
0744-GKNGE,0.39873752807624235,0
0746-JTRFU,0.5878275603099293,1
0748-RDGGM,0.2208856449016069,0
0749-IRGQE,0.5465963866526087,1
0750-EBAIU,0.38825288473132924,0
0750-EKNGL,0.4017574751446628,0
0754-EEBDC,0.5511601493316209,1
0754-UKWQP,0.003577551279675103,0
0756-MPZRL,0.3214890174403952,0
0757-WCUUZ,0.15196827528939807,0
0761-AETCS,0.018416029680079302,0
0769-MURVM,0.24375577499352694,0
0771-CHWSK,0.027041945040316127,0
0771-WLCLA,0.42421978173915675,0
0772-GYEQQ,0.27390121816133467,0
0774-IFUVM,0.221958977663599,0
0774-RMNUW,0.5444119749852626,1
0778-NELLA,0.3772141873724062,0
0780-XNZFN,0.5629663642016944,1
0781-LKXBR,0.26578582817652174,0
0784-GTUUK,0.43833864904493675,0
0784-ZQJZX,0.25872325040562294,0
0786-IVLAW,0.27924947500881586,0
0786-VSSUD,0.549542077358939,1
0787-LHDYT,0.17042768128354274,0
0788-DXBFY,0.08414052122084577,0
0793-TWELN,0.07304104667311165,0
0794-YVSGE,0.011389695492198822,0
0795-GMVQO,0.19644958160455908,0
0795-LAFGP,0.41949111608148826,0
0795-XCCTE,0.5601128378201029,1
0799-DDIHE,0.24996121833997265,0
0804-XBFBV,0.21075384005860429,0
0804-YGEQV,0.09306917371174578,0
0807-ZABDG,0.5532282160263696,1
0810-BDHAW,0.5574174311992803,1
0810-DHDBD,0.5662508574861878,1
0811-GSDTP,0.1908338356161388,0
0812-WUPTB,0.5660833456895172,1
0813-TAXXS,0.2840505997802024,0
0815-MFZGM,0.022149032885467893,0
0816-TSPHQ,0.12951029720444898,0
0817-HSUSE,0.4966117107320411,0
0818-OCPZO,0.1217718916935068,0
0820-FNRNX,0.02588765341042503,0
0822-GAVAP,0.6490123837250849,1
0822-QGCXA,0.3096754759638922,0
0823-HSCDJ,0.21552549904366508,0
0824-VWDPO,0.019335898234907483,0
0825-CPPQH,0.02634418164913708,0
0827-ITJPH,0.44670141523992085,0
0829-DDVLK,0.04412419497165093,0
0829-XXPLX,0.10804954998745454,0
0831-JNISG,0.3309406899762029,0
0835-DUUIQ,0.1437814799569582,0
0835-JKADZ,0.009714895954158276,0
0836-SEYLU,0.0468929316870347,0
0839-JTCUD,0.0825764102412424,0
0839-QNXME,0.4009457300535844,0
0840-DCNZE,0.31369724099590046,0
0840-DFEZH,0.12012483840250812,0
0841-NULXI,0.4039355182901873,0
0842-IWYCP,0.21075384005860429,0
0843-WTBXE,0.2820770118395647,0
0847-HGRML,0.04458025750424611,0
0848-SOMKO,0.5927019789145804,1
0848-ZGQIJ,0.3275516697926663,0
0851-DFJKB,0.19845834716205235,0
0853-NWIFK,0.14751371066744354,0
0853-TWRVK,0.007438912485642743,0
0854-UYHZD,0.33949984789279447,0
0856-NAOES,0.5370675214004299,1
0859-YGKFW,0.5184347079494168,1
0862-PRCBS,0.058699544843472645,0
0864-FVJNJ,0.10092165750503554,0
0866-QLSIR,0.2945323153568736,0
0867-LDTTC,0.02687999962493822,0
0867-MKZVY,0.25630672979004354,0
0868-VJRDR,0.11983661069525446,0
0869-PAPRP,0.03209832003079843,0
0870-VEMYL,0.01753168340489748,0
0871-OPBXW,0.01605187000246658,0
0871-URUWO,0.3409191805471752,0
0872-CASZJ,0.33371044122103494,0
0872-JCPIB,0.0825764102412424,0
0872-NXJYS,0.5549925649930348,1
0875-CABNR,0.030613958735134953,0
0876-WDUUZ,0.5701076707696302,1
0877-SDMBN,0.46416775932678683,0
0880-FVFWF,0.6010539129734548,1
0880-TKATG,0.031802077547016146,0
0883-EIBTI,0.6495974521885534,1
0885-HMGPY,0.004358365066126658,0
0886-QGENL,0.03518662274648371,0
0887-HJGAR,0.5662508574861878,1
0887-WBJVH,0.2208856449016069,0
0895-DQHEW,0.28106691589631205,0
0895-LMRSF,0.5446723971390979,1
0895-LNKRC,0.013681720088683244,0
0895-UADGO,0.5702897320144378,1
0897-FEGMU,0.014084194062179953,0
0898-XCGTF,0.4471711494407302,0
0899-LIIBW,0.18340283470315918,0
0899-WZRSD,0.5498104342319059,1
0902-RFHOF,0.3895877694311424,0
0902-XKXPN,0.019429331347967062,0
0906-QVPMS,0.43862664070099266,0
0907-HQNTS,0.5498104342319059,1
0909-SDHNU,0.4821414283272753,0
0909-SELIE,0.4420666668235908,0
0913-XWSCN,0.05625878700461549,0
0916-KNFAJ,0.5610231521342588,1
0916-QOFDP,0.08584144867610835,0
0917-EZOLA,0.7345014421009172,1
0921-OHLVP,0.5498104342319059,1
0923-PNFUB,0.13467504475251676,0
0924-BJCRC,0.5530023469496199,1
0925-VYDLG,0.0542926272686001,0
0927-CNGRH,0.03362527837364946,0
0927-LCSMG,0.09262348638700875,0
0928-JMXNP,0.0036083650661266585,0
0928-XUTSN,0.11397234930835731,0
0929-HYQEW,0.037210315831268076,0
0929-PECLO,0.016024466011742507,0
0930-EHUZA,0.00827625443832921,0
0931-MHTEM,0.09319625290085255,0
0932-YIXYU,0.034237576785510725,0
0936-NQLJU,0.022067997094201215,0
0939-EREMR,0.028290256035194625,0
0939-YAPAF,0.5501783995655729,1
0940-OUQEC,0.5465963866526087,1
0942-KOWSM,0.031802077547016146,0
0943-ZQPXH,0.116037950752819,0
0945-TSONX,0.024689347899148936,0
0946-CLJTI,0.5729104216211329,1
0946-FKYTX,0.16245953091435017,0
0947-IDHRQ,0.13066254227730814,0
0947-MUGVO,0.2059531677603675,0
0952-KMEEH,0.2133026460613147,0
0953-LGOVU,0.3186229482410555,0
0956-ACVZC,0.10617647173906003,0
0956-SYCWG,0.13385104270358966,0
0958-YHXGP,0.11218424153240152,0
0959-WHOKV,0.10361530713114,0
0960-HUWBM,0.49116254054468167,0
0961-ZWLVI,0.4269536699076437,0
0962-CQPWQ,0.543394234957438,1
0963-ZBDRN,0.5660833456895172,1
0967-BMLBD,0.2904582355982225,0
0968-GSIKN,0.19969798577965903,0
0969-RGKCU,0.6647681911759065,1
0970-ETWGE,0.5439700993891179,1
0970-QXPXW,0.7345014421009172,1
0971-QIFJK,0.007026458466978681,0
0973-KYVNF,0.25959446252683505,0
0975-UYDTX,0.00730064468223165,0
0975-VOOVL,0.06495013788774912,0
0979-MOZQI,0.12471356341928114,0
0979-PHULV,0.6214457793706598,1
0980-FEXWF,0.003885713492364398,0
0980-PVMRC,0.17496591899537456,0
0983-TATYJ,0.020251289774061397,0
0988-AADSA,0.0825764102412424,0
0988-JRWWP,0.30065570486708576,0
0991-BRRFB,0.2169724225910922,0
0993-OSGPT,0.13403267856798157,0
0997-YTLNY,0.04419979904034607,0
0999-QXNSA,0.09362343683059964,0
1000-AJSLD,0.03688082541317601,0
1004-NOZNR,0.5729104216211329,1
1009-IRMNA,0.03518662274648371,0
1010-DIAUQ,0.04393892223184569,0
1013-QCWAM,0.4364144372814402,0
1015-JPFYW,0.011752565693085906,0
1015-OWJKI,0.1178687415997274,0
1016-DJTSV,0.07953315911251203,0
1017-FBQMM,0.38548348868563087,0
1020-JPQOW,0.0468929316870347,0
1022-RKXDR,0.5184347079494168,1
1023-BQXZE,0.18828389406773563,0
1024-GUALD,0.25959446252683505,0
1024-KPRBB,0.16993435691693023,0
1024-VRZHF,0.49116254054468167,0
1025-FALIX,0.33371044122103494,0
1027-LKKQQ,0.45360129549777517,0
1028-FFNJK,0.03688082541317601,0
1029-QFBEN,0.12012483840250812,0
